Acesse o contrato na íntegra,CNPJ da empresa,CNPJ do Consórcio,Cliente,Compartilhado com outros projetos?,Consórcio,Data de assinatura,Empresa,Esfera do cliente,Fim da vigência,Líder do consórcio,N˚ do contrato,Objeto,Participação no consórcio,Serviço Contratado,Valor Estimado por empresa (R$),Valor Global (R$),grupo
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip,28.092.933/0001-75,40.477.565/0001-89,MINISTERIO DA INFRAESTRUTURA,Sim,CONSORCIO DAGNL,11/09/2020,ALVAREZ & MARSAL CONSULTORIA EM ENGENHARIA LTDA.,Federal,10/09/2023,Não,0195/2020,"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).","33,44%",Serviço B,"2.490.579,62","7.447.905,55",PORTO DE SANTOS
,32.857.795/0001-45,,,,,,GARIN INFRAESTRUTURA ASSESSORIA E PARTICIPACOES LTDA,,,Não,,,"10,83%",,"806.608,17",,
,09.129.455/0001-86,,,,,,LOBO & DE RIZZO SOCIEDADE DE ADVOGADOS,,,Não,,,"10,46%",,"779.050,92",,
,15.300.532/0001-11,,,,,,"NAVARRO PRADO, NEFUSSI MANDEL E SANTOS SILVA ADVOGADOS.",,,Não,,,"16,34%",,"1.216.987,77",,
,02.385.674/0001-87,,,,,,DTA ENGENHARIA LTDA,,,Sim,,,"28,93%",,"2.154.679,08",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004848.zip,09.628.460/0001-33,09.628.460/0001-33,,Não,KROLL BRASIL LTDA.,10/12/2021,KROLL BRASIL LTDA.,,09/12/2023,Não,0270/2021,"Serviço de avaliação econômico financeira independente (“Serviço A”) da companhia Santos Port Authority (“SPA”), no âmbito do Projeto de Desestatização do Porto Organizado de Santos.","100,00%",Serviço A,"116.813,99","116.813,99",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005133.zip,13.098.174/0001-80,13.098.174/0001-80,,Não,RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S,10/08/2022,RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S,,09/08/2025,Sim,0194/2022,"Prestação de serviços de auditoria externa independente, abrangendo o acompanhamento e fiscalização do processo de desestatização da Autoridade Portuária de Santos S.A., doravante denominada SPA, até seu encerramento, nos termos do art. 18, inciso IV, da Lei 9491/97, do art. 22, § 2º, do Decreto 2594/98, e conforme especificações constantes do Termo de Referência e da proposta apresentada pelo contratado.","100,00%",Auditoria,"87.700,00","87.700,00",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005921.zip,33.953.340/0001-96,56.025.354/0001-45,,Não,CONSORCIO EY/RHEIN  SCHIRATO MEIRELES/PLANAVE,10/05/2024,PLANAVE S A ESTUDOS E PROJETOS DE ENGENHARIA,,09/05/2026,Não,0157/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração dos PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","38,48%",Serviço B,"1.606.145,88","4.173.975,78",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005921.zip,16.721.366/0001-90,56.025.354/0001-45,,Não,CONSORCIO EY/RHEIN  SCHIRATO MEIRELES/PLANAVE,10/05/2024,"RHEIN SCHIRATO, MEIRELES SOCIEDADE DE ADVOGADOS",,09/05/2026,Não,0157/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração dos PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","11,51%",Serviço B,"480.424,61","4.173.975,78",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005921.zip,59.527.788/0001-31,56.025.354/0001-45,,Não,CONSORCIO EY/RHEIN  SCHIRATO MEIRELES/PLANAVE,10/05/2024,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA,,09/05/2026,Sim,0157/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração dos PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","50,01%",Serviço B,"2.087.405,29","4.173.975,78",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip,28.092.933/0001-75,40.477.565/0001-89,MINISTERIO DA INFRAESTRUTURA,Sim,CONSORCIO DAGNL,11/09/2020,ALVAREZ & MARSAL CONSULTORIA EM ENGENHARIA LTDA.,Federal,10/09/2023,Não,0195/2020,"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).","33,44%",Serviço B,"2.490.579,62","7.447.905,55",PORTO DE SÃO SEBASTIÃO
,32.857.795/0001-45,,,,,,GARIN INFRAESTRUTURA ASSESSORIA E PARTICIPACOES LTDA,,,Não,,,"10,83%",,"806.608,17",,
,09.129.455/0001-86,,,,,,LOBO & DE RIZZO SOCIEDADE DE ADVOGADOS,,,Não,,,"10,46%",,"779.050,92",,
,15.300.532/0001-11,,,,,,"NAVARRO PRADO, NEFUSSI MANDEL E SANTOS SILVA ADVOGADOS.",,,Não,,,"16,34%",,"1.216.987,77",,
,02.385.674/0001-87,,,,,,DTA ENGENHARIA LTDA,,,Sim,,,"28,93%",,"2.154.679,08",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip,44.239.135/0005-03,40.477.660/0001-82,ESTADO DO RIO GRANDE DO SUL,Sim,CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC,19/11/2020,EGIS - ENGENHARIA E CONSULTORIA LTDA.,Estadual,19/11/2027,Não,0223/2020,"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.","18,27%",Serviço Único,"475.771,43","2.604.112,93",PRESÍDIOS RS
,14.171.693/0001-90,,,,,,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,,,Não,,,"10,94%",,"284.889,95",,
,05.487.514/0001-37,,,,,,PRICEWATERHOUSECOOPERS CORPORATE FINANCE & RECOVERY LTDA,,,Não,,,"4,47%",,"116.403,85",,
,48.109.110/0001-12,,,,,,"TOZZINI,FREIRE,TEIXEIRA,E SILVA ADVOGADOS",,,Não,,,"10,94%",,"284.889,95",,
,12.285.441/0001-66,,,,,,TPF ENGENHARIA LTDA,,,Não,,,"24,12%",,"628.112,04",,
,03.552.499/0001-38,,,,,,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,,,Não,,,"6,93%",,"180.465,03",,
,02.646.397/0001-19,,,,,,PRICEWATERHOUSECOOPERS SERVICOS PROFISSIONAIS LTDA.,,,Sim,,,"24,33%",,"633.580,68",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip,44.239.135/0005-03,40.477.660/0001-82,ESTADO DE SANTA CATARINA,Sim,CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC,19/11/2020,EGIS - ENGENHARIA E CONSULTORIA LTDA.,Estadual,19/11/2027,Não,0223/2020,"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.","18,27%",Serviço Único,"475.771,43","2.604.112,93",PRESÍDIOS SC
,14.171.693/0001-90,,,,,,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,,,Não,,,"10,94%",,"284.889,95",,
,05.487.514/0001-37,,,,,,PRICEWATERHOUSECOOPERS CORPORATE FINANCE & RECOVERY LTDA,,,Não,,,"4,47%",,"116.403,85",,
,48.109.110/0001-12,,,,,,"TOZZINI,FREIRE,TEIXEIRA,E SILVA ADVOGADOS",,,Não,,,"10,94%",,"284.889,95",,
,12.285.441/0001-66,,,,,,TPF ENGENHARIA LTDA,,,Não,,,"24,12%",,"628.112,04",,
,03.552.499/0001-38,,,,,,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,,,Não,,,"6,93%",,"180.465,03",,
,02.646.397/0001-19,,,,,,PRICEWATERHOUSECOOPERS SERVICOS PROFISSIONAIS LTDA.,,,Sim,,,"24,33%",,"633.580,68",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003006.zip,33.146.648/0001-20,29.320.659/0001-07,ESTADO DO RIO DE JANEIRO,Sim,CONSORCIO FATOR/CONCREMAT/VG&P - SANEAMENTO RIO DE JANEIRO,02/02/2018,CONCREMAT ENGENHARIA E TECNOLOGIA S/A,Estadual,01/08/2022,Não,0004/2018,"prestação de serviços técnicos especializados necessários à estruturação de projeto de desestatização dos serviços de água e esgoto prestados pela Companhia Estadual de Águas e Esgotos – CEDAE no Estado do Rio de Janeiro, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Exigências Técnicas Complementares (Anexo X do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Detalhamento de Produtos, Serviços e Prazos (Anexo XI do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I, VII, VIII e II deste Contrato.","52,00%",Serviço Único,"4.649.242,94","8.940.851,80",RIO DE JANEIRO - SANEAMENTO - BLOCO 3
,04.000.948/0001-06,,,,,,"VERNALHA, PEREIRA ADVOGADOS",,,Não,,,"18,00%",,"1.609.353,32",,
,33.644.196/0001-06,,,,,,BANCO FATOR S/A,,,Sim,,,"30,00%",,"2.682.255,54",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003006.zip,33.146.648/0001-20,29.320.659/0001-07,ESTADO DO RIO DE JANEIRO,Sim,CONSORCIO FATOR/CONCREMAT/VG&P - SANEAMENTO RIO DE JANEIRO,02/02/2018,CONCREMAT ENGENHARIA E TECNOLOGIA S/A,Estadual,01/08/2022,Não,0004/2018,"prestação de serviços técnicos especializados necessários à estruturação de projeto de desestatização dos serviços de água e esgoto prestados pela Companhia Estadual de Águas e Esgotos – CEDAE no Estado do Rio de Janeiro, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Exigências Técnicas Complementares (Anexo X do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Detalhamento de Produtos, Serviços e Prazos (Anexo XI do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I, VII, VIII e II deste Contrato.","52,00%",Serviço Único,"4.649.242,94","8.940.851,80","RIO DE JANEIRO - SANEAMENTO (BLOCOS 1, 2 e 4)"
,04.000.948/0001-06,,,,,,"VERNALHA, PEREIRA ADVOGADOS",,,Não,,,"18,00%",,"1.609.353,32",,
,33.644.196/0001-06,,,,,,BANCO FATOR S/A,,,Sim,,,"30,00%",,"2.682.255,54",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004599.zip,33.146.648/0001-20,38.028.561/0001-71,ESTADO DO RIO GRANDE DO SUL,Não,CONSORCIO SANEAMENTO SUL,02/07/2020,CONCREMAT ENGENHARIA E TECNOLOGIA S/A,Estadual,13/07/2022,Não,0143/2020,Contratação de serviços técnicos necessários para a estruturação de projeto relativo à Parceria Público-Privada para a prestação do serviço de esgotamento sanitário e serviços acessórios em municípios do Estado do Rio Grande do Sul.,"49,42%",Serviço Único,"2.495.403,29","5.049.379,38",RIO GRANDE DO SUL - SANEAMENTO
,11.266.663/0001-79,,,,,,GALIPOLO CONSULTORIA LTDA,,,Não,,,"13,90%",,"701.863,73",,
,29.627.231/0001-01,,,,,,"VERNALHA GUIMARAES, PEREIRA E PETIAN SOCIEDADE DE ADVOGADOS",,,Não,,,"11,33%",,"572.094,68",,
,04.000.948/0001-06,,,,,,"VERNALHA, PEREIRA ADVOGADOS",,,Não,,,"11,33%",,"572.094,68",,
,33.644.196/0001-06,,,,,,BANCO FATOR S/A,,,Sim,,,"14,02%",,"707.922,99",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004576.zip,66.865.965/0001-55,42.022.428/0001-85,MINISTERIO DA INFRAESTRUTURA,Sim,CONSORCIO DYNATEST MANESCO,26/04/2021,"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.",Federal,25/04/2026,Não,0061/2021,"Concessão de 1.646,0 km de extensão de rodovias federais.","12,00%",Serviço Único,"3.707.552,77","30.896.273,11",RODOVIAS FEDERAIS - 1646 KM - GREENFIELD
,32.116.154/0001-30,,,,,,DYNATEST ENGENHARIA LTDA,,,Sim,,,"88,00%",,"27.188.720,34",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip,35.467.604/0001-27,39.448.486/0001-60,MINISTERIO DOS TRANSPORTES,Sim,CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP,17/09/2020,ESTRATEGICA ENGENHARIA LTDA,Federal,30/09/2026,Não,0196/2020,"Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.","63,05%",Serviço Único,"10.167.219,92","16.125.646,19",RODOVIAS FEDERAIS 6700KM - LOTE CN1
,69.282.879/0001-08,,,,,,JGP CONSULTORIA E PARTICIPACOES LTDA,,,Não,,,"12,48%",,"2.012.480,64",,
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"6,05%",,"975.601,59",,
,05.093.144/0001-53,,,,,,LOGIT ENGENHARIA CONSULTIVA LTDA,,,Sim,,,"18,42%",,"2.970.344,03",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip,35.467.604/0001-27,39.448.486/0001-60,MINISTERIO DOS TRANSPORTES,Sim,CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP,17/09/2020,ESTRATEGICA ENGENHARIA LTDA,Federal,30/09/2026,Não,0196/2020,"Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.","63,05%",Serviço Único,"10.167.219,92","16.125.646,19",RODOVIAS FEDERAIS 6700KM - LOTE CN2
,69.282.879/0001-08,,,,,,JGP CONSULTORIA E PARTICIPACOES LTDA,,,Não,,,"12,48%",,"2.012.480,64",,
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"6,05%",,"975.601,59",,
,05.093.144/0001-53,,,,,,LOGIT ENGENHARIA CONSULTIVA LTDA,,,Sim,,,"18,42%",,"2.970.344,03",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip,35.467.604/0001-27,39.448.486/0001-60,MINISTERIO DOS TRANSPORTES,Sim,CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP,17/09/2020,ESTRATEGICA ENGENHARIA LTDA,Federal,30/09/2026,Não,0196/2020,"Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.","63,05%",Serviço Único,"10.167.219,92","16.125.646,19",RODOVIAS FEDERAIS 6700KM - LOTE CN3
,69.282.879/0001-08,,,,,,JGP CONSULTORIA E PARTICIPACOES LTDA,,,Não,,,"12,48%",,"2.012.480,64",,
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"6,05%",,"975.601,59",,
,05.093.144/0001-53,,,,,,LOGIT ENGENHARIA CONSULTIVA LTDA,,,Sim,,,"18,42%",,"2.970.344,03",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip,35.467.604/0001-27,39.448.486/0001-60,MINISTERIO DOS TRANSPORTES,Sim,CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP,17/09/2020,ESTRATEGICA ENGENHARIA LTDA,Federal,30/09/2026,Não,0196/2020,"Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.","63,05%",Serviço Único,"10.167.219,92","16.125.646,19",RODOVIAS FEDERAIS 6700KM - LOTE CN5
,69.282.879/0001-08,,,,,,JGP CONSULTORIA E PARTICIPACOES LTDA,,,Não,,,"12,48%",,"2.012.480,64",,
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"6,05%",,"975.601,59",,
,05.093.144/0001-53,,,,,,LOGIT ENGENHARIA CONSULTIVA LTDA,,,Sim,,,"18,42%",,"2.970.344,03",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip,35.467.604/0001-27,39.448.486/0001-60,MINISTERIO DOS TRANSPORTES,Sim,CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP,17/09/2020,ESTRATEGICA ENGENHARIA LTDA,Federal,30/09/2026,Não,0196/2020,"Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.","63,05%",Serviço Único,"10.167.219,92","16.125.646,19",RODOVIAS FEDERAIS 6700KM - LOTE NE (5)
,69.282.879/0001-08,,,,,,JGP CONSULTORIA E PARTICIPACOES LTDA,,,Não,,,"12,48%",,"2.012.480,64",,
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"6,05%",,"975.601,59",,
,05.093.144/0001-53,,,,,,LOGIT ENGENHARIA CONSULTIVA LTDA,,,Sim,,,"18,42%",,"2.970.344,03",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006543.zip,06.306.458/0001-50,63.533.662/0001-47,,Não,CONSORCIO RODOVIARIO NORDESTE,30/07/2025,AMBIENTE BRASIL ENGENHARIA LTDA,,29/07/2028,Não,0270/2025,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","8,00%",Serviço Único,"927.188,96","11.589.862,06",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006543.zip,35.467.604/0001-27,63.533.662/0001-47,,Não,CONSORCIO RODOVIARIO NORDESTE,30/07/2025,ESTRATEGICA ENGENHARIA LTDA,,29/07/2028,Não,0270/2025,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","25,00%",Serviço Único,"2.897.465,52","11.589.862,06",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006543.zip,48.316.449/0001-90,63.533.662/0001-47,,Não,CONSORCIO RODOVIARIO NORDESTE,30/07/2025,INFRACONSULT CONSULTORIA DE ENGENHARIA LTDA,,29/07/2028,Não,0270/2025,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","10,00%",Serviço Único,"1.158.986,21","11.589.862,06",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006543.zip,66.865.965/0001-55,63.533.662/0001-47,,Não,CONSORCIO RODOVIARIO NORDESTE,30/07/2025,"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.",,29/07/2028,Não,0270/2025,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","12,00%",Serviço Único,"1.390.783,45","11.589.862,06",
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006543.zip,32.116.154/0001-30,63.533.662/0001-47,,Não,CONSORCIO RODOVIARIO NORDESTE,30/07/2025,DYNATEST ENGENHARIA LTDA,,29/07/2028,Sim,0270/2025,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.","45,00%",Serviço Único,"5.215.437,93","11.589.862,06",
