codigo,objeto,nome,data,agencia,referencia,pais,valor
159046,Specialized Services in Communication & Social Media,Cênicas Comunicação LTDA,26-Aug-26,ILO,rfx_6666_ROLAC,Brazil,
159009,Specialized Consultancy Services for the Development of a Human Rights Due Diligence Methodology and Toolkit for the Coffee Production Chain in Brazil,Antonio Rosa Consultoria LTDA,25-Aug-26,ILO,rfx_7465_ROLAC,Brazil,
158955,RFP UNDP-BRA-01107,Instituto Publix,21-Aug-26,UNDP,10581649/UNDP-BRA-01107,Brazil,91556.36
159135,Demande de cotations pour Travaux de Réalisation de Forages Tests (2 LOTS) en Haïti,Ozo Water Engineering,27-Jul-26,UNOPS,EPP - RFQ-HTCO-24319-26-060(NF),Multiple destinations,257333
159135,Demande de cotations pour Travaux de Réalisation de Forages Tests (2 LOTS) en Haïti,B&S GEO-ENGINEERING,27-Jul-26,UNOPS,EPP - RFQ-HTCO-24319-26-060(NF),Multiple destinations,257333
157618,"Contrato Institucional para Produção de videoaulas para o curso autoinstrucional ""Como implementar a Lei da Escuta Protegida no município""",CENA 1 PRODUÇÃO AUDIOVISUAL LTDA,2-Jul-26,UNICEF,LRPS-2026-9204219,Brazil,
156763,"UNDP-BRA-01145,1",JB PROPAGANDA E MARKETING LTDA,2-Jun-26,UNDP,"10551177/UNDP-BRA-01145,1",Brazil,1397233.94
157617,Contrato Institucional para Análise de Dados em Imunização,PLANO CDE ELOHIM CONSULTORIA E PESQUISA LTDA,1-Jun-26,UNICEF,LRPS-2026-9203154,Brazil,
156499,UNDP-BRA-01078 Consultoria Confllitos Agrários,Fórum Brasileiro de Segurança Pública,21-May-26,UNDP,10541910/UNDP-BRA-01078,Brazil,295355.59
156325,"UNDP-BRA-01085,1 Implantação do Building Information Modeling (BIM) na diretoria de Engenharia e Arquitetura do MPBA",FRAZILLIO SOLUCOES DE TECNOLOGIA LTDA,12-May-26,UNDP,"10540303/UNDP-BRA-01085,1",Brazil,180626.45
156395,Contratação de Empresa especializada para a Revisão do ENREDD+,Consórcio LACLIMA-WWF,12-May-26,UNDP,UNDP-BRA-01054,Brazil,97620
156266,UNDP-BRA-01086 - Fortalecimento das capacidades governativas dos entes municipais da região da Amazônia Legal,Instituto Publix,11-May-26,UNDP,10540603/UNDP-BRA-01086,Brazil,49753.04
155977,LONG TERM ARRANGEMENT FOR EVENT PRODUCTION SERVICES FOR UNICEF CHINA,"Beijing DreamSurf Cultural Communication Co., Ltd",28-Apr-26,UNICEF,RFPS - 2026 - 9202690,Multiple destinations,50000
155561,UNDP-BRA-00990 Estudo de Linha de Base (ELB) PAGES,PLAN CONSULTORIA E PESQUISA EM CIENCIAS SOCIAIS [LTDA],8-Apr-26,UNDP,10526317/UNDP-BRA-00990,Brazil,236068.48
155465,UNDP-BRA-01011,JB PROPAGANDA E MARKETING LTDA,2-Apr-26,UNDP,10527021/UNDP-BRA-01101,Brazil,34733.63
155366,UNDP-BRA-01030,JB PROPAGANDA E MARKETING LTDA,28-Mar-26,UNDP,10524888/UNDP-BRA-01094,Brazil,121184.08
155103,UNDP-BRA-01087,H&L PROMOCOES EVENTOS COMUNICACAO,13-Mar-26,UNDP,10519452/UNDP-BRA-01087,Brazil,20294.78
154979,UNDP-BRA-01081,JB PROPAGANDA E MARKETING LTDA,6-Mar-26,UNDP,10517245/UNDP-BRA-01081,Brazil,35196.88
154775,Consultoria para estudos e diagnósticos dos Arranjos Produtivos Locais (APLs) na Amazônia Legal.,Cluster Competitiveness and Innovation Consultoria Ltda,22-Feb-26,UNDP,10511662/UNDP-BRA-00794,Brazil,162860.47
153199,UNDP-BRA-01017,REIS SA INSTALACOES LTDA,15-Jan-26,UNDP,10499842/UNDP-BRA-01017,Brazil,68100.38
153116,Acordo de Longo Prazo (LTA) para Serviço de Clipagem de Notícias,CLIPPING SERVICE,29-Dec-25,UNICEF,LRPS-2025-9201095,Brazil,
152939,Advisory Services for PCI-DSS Compliance Across UNICEF Fundraising Channels,1 Cyber Valley Ltd.,23-Dec-25,UNICEF,UNICEF-PFP-RFPS-2025-503869,Multiple destinations,
152939,Advisory Services for PCI-DSS Compliance Across UNICEF Fundraising Channels,ControlCase Limited,23-Dec-25,UNICEF,UNICEF-PFP-RFPS-2025-503869,Multiple destinations,
152939,Advisory Services for PCI-DSS Compliance Across UNICEF Fundraising Channels,eSec Forte Technologies Private Limited,23-Dec-25,UNICEF,UNICEF-PFP-RFPS-2025-503869,Multiple destinations,
153117,Acordo de Longo Prazo (LTA) para Fornecimento de Serviços de Assessoria de Imprensa,Reputale Comunicação Ltda,22-Dec-25,UNICEF,LRPS-2025-9200925,Brazil,
152543,UNDP-BRA-01014,GAUCHE PROMOCOES E EVENTOS LTDA,11-Dec-25,UNDP,10489508/UNDP-BRA-01014,Brazil,10353.82
152521,"UNDP-BRA-01009,1",EXEMPLUS COMUNICACAO E MARKETING LTDA EP,10-Dec-25,UNDP,"10487119/UNDP-BRA-01009,1",Brazil,73182.87
152486,Concepção de Dossiê de Pesquisa e Referências Estéticas para os 30 Anos do PRONAF,Inseptos Filmes Ltda,9-Dec-25,UNDP,10476586/UNDP-BRA-00975,Brazil,10013.22
152497,"UNDP-BRA-01011,1",DPS EVENTOS LTDA,9-Dec-25,UNDP,"10488105/UNDP-BRA-01011,1",Brazil,6052.14
152389,UNDP-BRA-00939,FORMATIVA  GESTAO DE PROJETOS DESENVOLVIMENTO ORGANIZACIONAL E DE PESSOAL LTDA,2-Dec-25,UNDP,10484234/UNDP-BRA-00939,Brazil,264761.64
152993,Consultoria Política de redução de riscos e danos para populações vulneráveis,JS BRASIL Consultoria,24-Nov-25,UNDP,"UNDP-BRA-00897,1",Brazil,266134
152057,Assistance aux entreprises ivoiriennes - Solutions 4.0,Société du pôle de compétitivité de Sousse Novation City,15-Nov-25,UNIDO,7000007708,Multiple destinations,139500.57
151840,Consultoria Especializada em Business Process Outsourcing (BPO),TS CONSULTORIA EMPRESARIAL S A,7-Nov-25,UNDP,10469339/UNDP-BRA-00748,Brazil,340600.68
151650,Contratação de um Parque Tecnológico especializado em inovação tecnológica na área espacial,ASSOCIACAO PARQUE TECNOLOGICO DE SAO JOSE DOS CAMPOS,28-Oct-25,UNDP,"10458978/UNDP-BRA-00890,3",Brazil,274307.91
151561,UNDP-BRA-00980-2,WYNN PRODUCOES E EVENTOS LTDA,24-Oct-25,UNDP,10462751/UNDP-BRA-00980-2,Brazil,59622.66
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,Pace Technologies,24-Oct-25,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,Zensar Technologies (UK) Limited,24-Oct-25,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,iauro Systems Pvt Ltd,24-Oct-25,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,"Aretec, Inc.",24-Oct-25,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,Kellton Poland sp. z o.o.,24-Oct-25,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,Nascenia Limited,24-Oct-25,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
151468,Provision of ICT for Digital Rural Inclusion and Youth  Empowerment,Corporacion PROCASUR,21-Oct-25,IFAD,IFAD/2025/012/RFP,Multiple destinations,149280
151742,"Aluguel de automóveis para a delegação do PNUD na COP30, em Belém-PA.",HUGO JOSE MELO PINHEIRO,20-Oct-25,UNDP,10458554,Brazil,42409.24
151406,UNDP-BRA-00967,HS ENGENHARIA EMPREENDIMENTOS COM IMP E EXP LTDA,17-Oct-25,UNDP,10459032,Brazil,252438.58
153111,"Contrato institucional para realização de diagnóstico sobre a situação das crianças, adolescentes e jovens quilombolas das comunidades do Dandá e do Rio do Macacos no Estado da Bahia.",Toca Ambiental Consultoria e Engenharia LTDA,16-Oct-25,UNICEF,LRPS-2025-9199404,Brazil,
151168,UNDP-BRA-00957-2,GAUCHE PROMOCOES E EVENTOS LTDA,10-Oct-25,UNDP,10454967/UNDP-BRA-00957-2,Brazil,17012.01
153107,Contrato Institucional para Serviços de Engenharia para Obras de Reforma no Escritório do UNICEF em Manaus (AM),ORV ENGENHARIA LTDA,10-Oct-25,UNICEF,LRPS-2025-9198088,Brazil,
150940,"UNDP-BRA-00924,1",MARCELO GOMES DE BARROS PRODUCOES EVENTOS LTDA,6-Oct-25,UNDP,"10452684/UNDP-BRA-00924,1",Brazil,38938.65
150867,Monitoramento e montagem da Blue Zone da COP30,LRM ENGENHARIA LTDA,4-Oct-25,UNDP,10452017/UNDP-BRA-00915-3,Brazil,200476.1
150757,UNDP-BRA-00950,JB PROPAGANDA E MARKETING LTDA,29-Sep-25,UNDP,10449299/UNDP-BRA-00950,Brazil,41558.44
150685,UNDP-BRA-00920,JB PROPAGANDA E MARKETING LTDA,25-Sep-25,UNDP,10442342/UNDP-BRA-00920,Brazil,90125.08
153115,Acordo de Longo Prazo (LTA) para Serviço de Propaganda e Publicidade Digital para a Compra de Mídia para Veiculação de Campanhas Publicitárias nos Canais Online e Análise de Resultados.,ID PUBLICIDADE E PROPAGANDA LTDA,22-Sep-25,UNICEF,LRPS-2025-9197404,Brazil,
150616,UNDP-BRA-00937,JB PROPAGANDA E MARKETING LTDA,19-Sep-25,UNDP,10444641/UNDP-BRA-00937,Brazil,107112.19
150494,"UNDP-BRA-00940,2",H&L PROMOCOES EVENTOS COMUNICACAO,12-Sep-25,UNDP,"10441774/UNDP-BRA-00940,2",Brazil,24631.76
150495,UNDP-BRA-00730,OBJECTIVA COMUNICACAO LTDA,12-Sep-25,UNDP,"10439741/UNDP-BRA-00730,1",Brazil,220214.2
150201,Fuel services for UNISFA,OIL ENERGY CO. LTD,1-Sep-25,UN Secretariat,PD/C0170/25,Multiple destinations,30000000
149928,Contratação de consultoria nacional para elaborar diagnóstico dos riscos e vulnerabilidades climáticas do Município de Osasco.,I CARE ESTRATEGIA AMBIENTAL LTDA,25-Aug-25,UNDP,10430676/UNDP-BRA-00740,Brazil,74084.18
150762,EXTENDED - Evaluation of the PhosAgro/UNESCO/IUPAC partnership in green chemistry 2013-2025,IINOMER,25-Aug-25,UNESCO,RFP/SC/PBS/RIE/1,Multiple destinations,62134.5
149831,UNDP-BRA-00892-2,GAUCHE PROMOCOES E EVENTOS LTDA,19-Aug-25,UNDP,10428422/UNDP-BRA-00892-2,Brazil,20107.85
150861,RFP ED/PSD/GCP/25/012 - Development of a global mapping of core concepts related to SDG target 4.7 in national curricular documents,"The Research Foundation for The State University of New York, University at Albany",15-Aug-25,UNESCO,RFP ED/PSD/GCP/25/012,Multiple destinations,149191
152117,"Event Management Services to support organization of the EdCamp - 2025 ""Together for quality education: inclusion, safety and support"".",RS COMMUNICATIONS LTD,14-Aug-25,UNICEF,9199132,Multiple destinations,
149594,UNDP-BRA-00820,PORTOS INFORMATICA LTDA,7-Aug-25,UNDP,UNDP-BRA-10106,Brazil,
149600,"UNDP-BRA-00883,1",JB PROPAGANDA E MARKETING LTDA,7-Aug-25,UNDP,"10424807/UNDP-BRA-00883,1",Brazil,11420.85
149661,Mapping of selected automotive industry sub-sectors and value chains for circular economy pilot identification in Egypt,ACUMEN CONSULT FOR CONSULTING LTD,7-Aug-25,UNIDO,7000007676,Multiple destinations,39721.33
149570,UNDP-BRA-00881,JB PROPAGANDA E MARKETING LTDA,6-Aug-25,UNDP,10423751/UNDP-BRA-00881,Brazil,18210.43
149521,UNDP-BRA-00887,JB PROPAGANDA E MARKETING LTDA,4-Aug-25,UNDP,10423588/UNDP-BRA-00887,Brazil,70759.43
149502,Maloca,Spatial Systems Inc,1-Aug-25,UNDP,10422599/UNDP-BRA-00888,Brazil,148000
149437,UNDP-BRA-00877,JB PROPAGANDA E MARKETING LTDA,30-Jul-25,UNDP,10422136/UNDP-BRA-00877,Brazil,21815.64
153112,Contrato Institucional para prestação de Serviço de Assistência Técnica Especializada no Cumprimento de Medidas Socioeducativas,Vidya Serviços de Comunicação LTDA,24-Jul-25,UNICEF,LRPS-2025-9196773,Brazil,
149198,Planejamento estratégico para a Secretaria de Relações Sociais do Estado do Piauí.,INSTITUTO DE TECNOLOGIA E DESENVOLVIMENTO DE MINAS GERAIS,16-Jul-25,UNDP,"10414169/UNDP-BRA-00686,1",Brazil,32658.02
149174,UNDP-BRA-00763 Consultoria para para apoio nas ações de comunicação para o Projeto Floresta+ Amazônia.,AMPLA SERVICOS DE PROPAGANDA E PUBLICIDADE LTDA,15-Jul-25,UNDP,"10414702/UNDP-BRA-00763,2",Brazil,64329.69
149140,UNDP-BRA-00712 Implantação do ChatBot Mauá na Ouvidoria do MMA,FIRST DECISION TECNOLOGIAS INOVADORAS E INFORMATICA LTDA,14-Jul-25,UNDP,"10414212/UNDP-BRA-00712,1",Brazil,80007.26
149074,Communications for COP30,"Daniel J. Edelman, Inc.",11-Jul-25,UNDP,"10407114/UNDP-BRA-00751,1",Brazil,834850
148886,UNDP-BRA-00844,JB PROPAGANDA E MARKETING LTDA,4-Jul-25,UNDP,10411793/UNDP-BRA-00844,Brazil,11906.66
148848,UNDP-BRA-00842,JB PROPAGANDA E MARKETING LTDA,2-Jul-25,UNDP,10410850/UNDP-BRA-00842,Brazil,147300.66
148813,UNDP-BRA-00841,H&L PROMOCOES EVENTOS COMUNICACAO,1-Jul-25,UNDP,10410202/UNDP-BRA-00841,Brazil,9835.81
148695,Avaliação de meio termo do Programa Justiça 4.0,Instituto Publix,24-Jun-25,UNDP,"10406383/UNDP-BRA-00734,1",Brazil,58785.37
148543,UNDP-BRA-00829,JB PROPAGANDA E MARKETING EIRELI,16-Jun-25,UNDP,10403274,Brazil,142240.04
153106,Contrato Institucional para Serviços de Engenharia para Obras de Reforma no Escritório do UNICEF em Manaus (AM),NAY CAMISETERIA EIRELI ME,11-Jun-25,UNICEF,LRPS-2025-9198088,Brazil,
148229,UNDP-BRA-00807,JB PROPAGANDA E MARKETING EIRELI,29-May-25,UNDP,"10395814/UNDP-BRA-00807,1",Brazil,18988.47
147929,Estudos socioeconômico e logístico do Corredor Rodoviário Bioceânico.,CERTARE ENGENHARIA E CONSULTORIA LTDA,13-May-25,UNDP,"10388195/UNDP-BRA-00651,1",Brazil,575110.95
153118,Acordo de Longo Prazo (LTA) de serviços de Agência de Publicidade e Marketing para Projetos Especiais,ON THE NOSE PRODUCOES ARTISTICAS CULTURAIS E EVENTOS LTDA,12-May-25,UNICEF,LRPS-2025-9195691,Brazil,
147766,"UNDP-BRA-00699,1",Earth Innovation Institute [EII],6-May-25,UNDP,"10385504/UNDP-BRA-00699,1",Brazil,166028.03
147640,UNDP-BRA-00771,JB PROPAGANDA E MARKETING EIRELI,29-Apr-25,UNDP,10382594/UNDP-BRA-00771,Brazil,41800.44
147603,UNDP-BRA-00771,JB PROPAGANDA E MARKETING EIRELI,25-Apr-25,UNDP,10382035/UNDP-BRA-00772,Brazil,12495.29
147419,"UNDP-BRA-00677,1",MATIZES - PESQUISA E E D LTDA,15-Apr-25,UNDP,"10377847/UNDP-BRA-00677,1",Brazil,30234.18
147438,"Provision of External Coaching, Facilitation, and Training Support Services",Be Inspirational Group Limited,15-Apr-25,UNFPA,UNFPA/USA/RFP/24/012,Multiple destinations,
147438,"Provision of External Coaching, Facilitation, and Training Support Services",eCoachPro B.V.,15-Apr-25,UNFPA,UNFPA/USA/RFP/24/012,Multiple destinations,
147438,"Provision of External Coaching, Facilitation, and Training Support Services",10Eighty LTD,15-Apr-25,UNFPA,UNFPA/USA/RFP/24/012,Multiple destinations,
147763,Fundraising Software as a Service Platform for the Recruitment & Management of Donors,Waysact Pty Ltd,17-Mar-25,UNICEF,UNICEF-PFP-2024-RFPS-503755,Multiple destinations,
146733,Reputational Risk Management and Crisis Communications,4C Strategies,14-Mar-25,UNHCR,UNHCR RFP: 126,Multiple destinations,
147595,Contração de serviços de Manutenção de Sistema de Controle de Acesso e CFTV,GS TELECOM,25-Feb-25,UNDP,UNDP-BRA-00700,Brazil,24419
153113,"Contrato institucional para fornecimento, transporte, treinamento de operadores e instalação de Estação de Tratamento de Água do tipo Filtração Lenta Direta Ascendente Pressurizada ascendente para remoção de ferro na água.",IDEAL SAN COMÉRCIO E SERVIÇOS LTDA.,17-Feb-25,UNICEF,LRPS-2025-9195225,Brazil,
146023,Services to Support CRVS Systems Strengthening Initiatives,"Open Data Watch, INC",30-Jan-25,UNFPA,UNFPA/USA/RFP/24/023,Multiple destinations,
146275,GOOGLE MARKETING PLATFORM LICENSE AND CONSULTANCY SERVICES,Trakken GmbH,30-Jan-25,UNHCR,"UNHCR RFP: 110,1",Multiple destinations,
146275,GOOGLE MARKETING PLATFORM LICENSE AND CONSULTANCY SERVICES,DQ&A Nederland BV,30-Jan-25,UNHCR,"UNHCR RFP: 110,1",Multiple destinations,
146391,REQUEST FOR PROPOSAL FOR THE ESTABLISHMENT OF A FRAME AGREEMENT FOR THE PROVISION OF GOOGLE MARKETING PLATFORM LICENSE AND CONSULTANCY SERVICES,Trakken GmbH,30-Jan-25,UNHCR,"UNHCR RFP: 110,1",Multiple destinations,
146427,Google Marketing Platform License and Consultancy Services,Trakken GmbH,30-Jan-25,UNHCR,FA003760,Multiple destinations,
145800,UNDP-BRA-00680,H&L PROMOCOES EVENTOS COMUNICACAO,18-Jan-25,UNDP,10344204/UNDP-BRA-00680,Brazil,10542.23
152084,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Artelia Consulting Engineers Ltd,16-Jan-25,UNIDO,4000000690,Multiple destinations,
152085,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Buro Happold Limited,16-Jan-25,UNIDO,4000000691,Multiple destinations,
152086,Provision of long-term services relating to the development of Integrated Agro-Food Parks,C.S.I. Ingenieros S.A.,16-Jan-25,UNIDO,4000000692,Multiple destinations,
152087,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Ernst and Young,16-Jan-25,UNIDO,4000000693,Multiple destinations,
152088,Provision of long-term services relating to the development of Integrated Agro-Food Parks,FARRELLY MITCHELL BUSINESS CONSULTANTS LIMITED,16-Jan-25,UNIDO,4000000694,Multiple destinations,
152089,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Grant Thornton Bharat LLP,16-Jan-25,UNIDO,4000000695,Multiple destinations,
152090,Provision of long-term services relating to the development of Integrated Agro-Food Parks,IRD ENGINEERING SRL,16-Jan-25,UNIDO,4000000696,Multiple destinations,
152091,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Studio Martini Ingegneria Srl,16-Jan-25,UNIDO,4000000697,Multiple destinations,
152092,Provision of long-term services relating to the development of Integrated Agro-Food Parks,SU-YAPI Engineering,16-Jan-25,UNIDO,4000000698,Multiple destinations,
152093,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Tecnica Engenheiros Consultores LDA,16-Jan-25,UNIDO,4000000699,Multiple destinations,
146148,Reputational Risk Management and Crisis Communications,Social Simulator Ltd,20-Dec-24,UNHCR,UNHCR RFP: 126,Multiple destinations,
145309,Desenvolvimento da Ferramenta SNIPER BC,ALVARO FERNANDES DE ABREU JUSTEN,19-Dec-24,UNDP,10311275,Brazil,563777.95
148315,Desenvolvimento da Ferramenta SNIPER BC,ALVARO FERNANDES DE ABREU JUSTEN,19-Dec-24,UNDP,10311275/UNDP-BRA-00477,Brazil,563777.95
145318,External Evaluation of the International Task Force on Teachers for Education 2030’s 2022-2025 Strategic Plan the request for proposal is extended until Monday 19th August 2024 at 16:00pm Paris time.,Mokoro Ltd,16-Dec-24,UNESCO,RFP/ED/PLS/TED/TTF/24/07,Multiple destinations,65726
145573,Individual Giving Business Intelligence Services (Individual Giving Fundraising),Consol Giving Inc.,10-Dec-24,UNICEF,UNICEF-PFP-RFPS-2024-503760,Multiple destinations,
145577,Fundraising Excellence Programme – Understanding Preferences & Personal Leadership Style,Insights Schweiz AG,5-Dec-24,UNICEF,UNICEF-PFP-RFPS 503676,Multiple destinations,
144759,"Serviço de consultoria para elaboração de estudo sobre fatores operacionais, econômicos, sociais e comportamentais relacionados à alimentação saudável e atividade física em comunidades vulneráveis de grandes centros urbanos",PLANO CDE ELOHIM CONSULTORIA E PESQUISA LTDA,28-Nov-24,UNICEF,LRPS-2024-9192111,Brazil,
144435,Contratação de Empresa para o Encontro Nacional do Poder Judiciário em Campo Grande/MS nos dias 02 e 03/12/2024,UTIL EVENTOS PROMOCIONAIS LTDA,13-Nov-24,UNDP,10310248/UNDP-BRA-00568-2,Brazil,98318.25
144403,UNDP-BRA-00626,PRONTO EVENTOS TECNOLOGIA E INTEGRACAO LTDA,12-Nov-24,UNDP,10311436/UNDP-BRA-00626-2,Brazil,143351.8
144164,"UNES-2179/2024 - Long-Term Agreement LTA which aims to provide services for the realization of events, including planning, organization, coordination, execution and evaluation.",Gauche Promoções e Eventos Ltda,31-Oct-24,UNESCO,UNES-2179/2024,Brazil,
144164,"UNES-2179/2024 - Long-Term Agreement LTA which aims to provide services for the realization of events, including planning, organization, coordination, execution and evaluation.",LUMINAR EVENTOS E COMUNICAÇÃO LTDA,31-Oct-24,UNESCO,UNES-2179/2024,Brazil,
144164,"UNES-2179/2024 - Long-Term Agreement LTA which aims to provide services for the realization of events, including planning, organization, coordination, execution and evaluation.",JB PROPAGANDA E MARKETING EIRELI,31-Oct-24,UNESCO,UNES-2179/2024,Brazil,
144164,"UNES-2179/2024 - Long-Term Agreement LTA which aims to provide services for the realization of events, including planning, organization, coordination, execution and evaluation.","H&L Promoções, Eventos e Comunicação Eireli - EPP",31-Oct-24,UNESCO,UNES-2179/2024,Brazil,
143897,UNDP-BRA-00378,HEX INFORMATICA LTDA,16-Oct-24,UNDP,"10294504/UNDP-BRA-00378,2",Brazil,198718.86
143868,Contratação de Empresa Especializada para Realização de Grupos Focais e Entrevistas com População Atingida por Desastre Ambiental em Maceió,Associação Cultural Casa das Caldeiras,10-Oct-24,UNOPS,RFQ/2024/53317,Brazil,28822.28
146147,RFP for Strengthening the Response Capacity to Country Information Needs,Asylum Research Centre (ARC),10-Oct-24,UNHCR,UNHCR RFP: 29,Multiple destinations,
145576,"Strategic Planning, Content and Training Facilitation",C & E Advisory Services Limited,26-Aug-24,UNICEF,UNICEF-RFPS-PFP-2024-503680,Multiple destinations,
142742,PROVISION OF SERVICES RELATED TO THE DEVELOPMENT AND IMPLEMENTATION OF AWARENESS AND COMMUNICATION PLAN FOR THE UNIDO PARTNERSHIP FOR NET ZERO INDUSTRY PROGRAMME,Small World Stories Pty Ltd,14-Aug-24,UNIDO,3000131470,Multiple destinations,
142573,Provision to recruit a national institutional consultancy to harmonize data collection templates to generate standard justice for children indicators as per the attached TOR.,Institute for Participatory Interaction in Development (IPID),7-Aug-24,UNICEF,LRPS-2024-9190141,Multiple destinations,14390
142733,AB TESTING and PERSONALIZATION TOOL & SERVICES,Optimizely AB,24-Jul-24,UNICEF,RFPS-PFP-2023-503625,Multiple destinations,
142314,UNDP-BRA-00429,WayCarbon Soluções Ambientais e Projetos de Carbono,22-Jul-24,UNDP,10251621/UNDP-BRA-00429,Brazil,66691.37
143966,"Contratação para desenvolver plano de divulgação do novo modelo de atuação do 1MiO e criar instrumentos de reconhecimento, certificação e mensuração do impacto da inclusão produtiva jovem nas empresas",CASA CAUSE AGENCIA DE INFORMAÇÃO LTDA,8-Jul-24,UNICEF,LRPS-2024-9189777,Brazil,
143965,Acordo de Longo Prazo (LTA) para contratação dos serviços de empresa/instituição especializada no desenvolvimento de jornada formativa em Diversidade e Inclusão Produtiva Jovem para Profissionais de Organizações Públicas e Privadas,SRN plataformas,7-Jul-24,UNICEF,LRPS-2024-9189577,Brazil,
141925,"UNDP-BRA-00403,2 -  Consultoria para a adequação do MDIC à LGPD",MODULO SECURITY SOLUTIONS EM RECUPERACAO JUDICIAL,26-Jun-24,UNDP,"10240647/UNDP-BRA-00403,2",Brazil,36325.46
143970,"Contratação de serviço para desenvolvimento de materiais e aplicação de formação de profissionais para aprimoramento da qualidade de serviços de pré-natal, parto e puerpério",Rede pela Humanização do Parto e Nascimento,24-Jun-24,UNICEF,LRPS-2024-9190542,Brazil,
141821,UNDP-BRA-00401 - Incentivo às Exportações de MPEs Brasileiras,Azevedo Sette Advogados Associados,20-Jun-24,UNDP,"10240664/UNDP-BRA-00401,2",Brazil,54387.91
141730,Consultoria técnica para elaboração de base de dados dos IGATIs,COLETIVO 105,7-Jun-24,UNDP,UNDP-BRA-00345,Brazil,24222
141699,Consultoria para fornecer subsídios à estruturação do Programa Selo Verde BR,Sextante Ltda,5-Jun-24,UNDP,"UNDP-BRA-00402,2",Brazil,64722
141988,"Office optimisation of the OPCW Headquarters, The Hague",No Supplier - RFI,2-Jun-24,OPCW,RFI-GSS-2024-002,Multiple destinations,
143975,Contratação de empresa para produção de estudo sobre habilidades e inclusão socioprodutiva de jovens na transformação ecológica (green skills e green jobs),Plan Consultoria e Pesquisa em Cienciais Sociais Ltda EPP,27-May-24,UNICEF,RFPS-2024-9189411,Brazil,
141641,Diagnóstico sobre medidas de sustentabilidade com impacto no comércio exterior,Global Policy Incubator,23-May-24,UNDP,"UNDP-BRA-00400,2",Brazil,78804.89
141351,Consultoria PJ TR Justiça Restaurativa,CATALISE,14-May-24,UNDP,"UNDP-BRA-00331,1",Brazil,114123
140884,"Global Media Monitoring, Social Listening & Analysis",UNICEPTA UK,25-Apr-24,UNICEF,RFPS-PFP-2023-503658,Multiple destinations,
140869,Estratégia para diagnóstico e prevenção à Tortura em ambiente prisional,ASSOCIACAO UNIAO DE JOVENS VICENTE PINZON,24-Apr-24,UNDP,UNDP-BRA-00317,Brazil,150268
140885,Estratégia para inclusão laboral/produtiva de egressos do sistema prisional,JS/BRASIL CONSULTORIA LTDA EPP,22-Apr-24,UNDP,UNDP-BRA-00319,Brazil,100372
140908,Mid-term Evaluation of the UNFPA Supplies Partnership (2021 – 2030),Euro Health Group,10-Apr-24,UNFPA,RFP UNFPA/USA/RFP/24/003,Multiple destinations,
140907,PROVISION OF FORMATIVE EVALUATION OF UNFPA SUPPORT TO THE INTEGRATION OF THE PRINCIPLES OF ‘LEAVE NO ONE BEHIND’ AND ‘REACHING THE FURTHEST BEHIND’ to HQ,Euro Health Group,8-Apr-24,UNFPA,RFP UNFPA/USA/RFP/23/023,Multiple destinations,
140620,EXTENDED - Evaluation of the Abdus Salaam International Centre for Theoretical Physics (ICTP),Economistas de la Cooperación SL,27-Mar-24,UNESCO,RFP / IOS / EVS / ICTP / 2024,Multiple destinations,55010.95
140414,"Expansion of the ICAT climate action data tool for the transport sector and development of a climate action data tool for the waste sector, including application of the tool in up to three countries",Climate Smart Initiatives Private Limited,18-Mar-24,UNOPS,CFP-11875-2023-13,Multiple destinations,245233.33
140054,Psychometric Assessments,Insights L&D,22-Feb-24,UNFPA,UNFPA/USA/RFQ/23/072,Multiple destinations,
145617,RFP 22-2024 - Evaluación de Municipio Unido por la Niñez y la Adolescencia,ZIGLA SRL,29-Jan-24,UNICEF,22-2024,Multiple destinations,43276
