id,objeto,nome,data,agencia,referencia,pais,valor
151650,Contratação de um Parque Tecnológico especializado em inovação tecnológica na área espacial,ASSOCIACAO PARQUE TECNOLOGICO DE SAO JOSE DOS CAMPOS,28-Oct-2025,UNDP,"10458978/UNDP-BRA-00890,3",Brazil,274307.91
151561,UNDP-BRA-00980-2,WYNN PRODUCOES E EVENTOS LTDA,24-Oct-2025,UNDP,10462751/UNDP-BRA-00980-2,Brazil,59622.66
152180,SUPPLY OF RESOURCES TO UNFPA HQ FOR THE DEVELOPMENT OF GENERATIVE-AI POWERED APPLICATIONS,"Pace TechnologiesZensar Technologies (UK) Limitediauro Systems Pvt LtdAretec, Inc.Kellton Poland sp. z o.o.Nascenia Limited",24-Oct-2025,UNFPA,UNFPA/USA/RFP/25/011,Multiple destinations,
151468,Provision of ICT for Digital Rural Inclusion and Youth  Empowerment,Corporacion PROCASUR,21-Oct-2025,IFAD,IFAD/2025/012/RFP,Multiple destinations,149280.00
151742,"Aluguel de automóveis para a delegação do PNUD na COP30, em Belém-PA.",HUGO JOSE MELO PINHEIRO,20-Oct-2025,UNDP,10458554,Brazil,42409.24
151406,UNDP-BRA-00967,HS ENGENHARIA EMPREENDIMENTOS COM IMP E EXP LTDA,17-Oct-2025,UNDP,10459032,Brazil,252438.58
153111,"Contrato institucional para realização de diagnóstico sobre a situação das crianças, adolescentes e jovens quilombolas das comunidades do Dandá e do Rio do Macacos no Estado da Bahia.",Toca Ambiental Consultoria e Engenharia LTDA,16-Oct-2025,UNICEF,LRPS-2025-9199404,Brazil,
151168,UNDP-BRA-00957-2,GAUCHE PROMOCOES E EVENTOS LTDA,10-Oct-2025,UNDP,10454967/UNDP-BRA-00957-2,Brazil,17012.01
153107,Contrato Institucional para Serviços de Engenharia para Obras de Reforma no Escritório do UNICEF em Manaus (AM),ORV ENGENHARIA LTDA,10-Oct-2025,UNICEF,LRPS-2025-9198088,Brazil,
150940,"UNDP-BRA-00924,1",MARCELO GOMES DE BARROS PRODUCOES EVENTOS LTDA,06-Oct-2025,UNDP,"10452684/UNDP-BRA-00924,1",Brazil,38938.65
150867,Monitoramento e montagem da Blue Zone da COP30,LRM ENGENHARIA LTDA,04-Oct-2025,UNDP,10452017/UNDP-BRA-00915-3,Brazil,200476.10
150757,UNDP-BRA-00950,JB PROPAGANDA E MARKETING LTDA,29-Sep-2025,UNDP,10449299/UNDP-BRA-00950,Brazil,41558.44
150685,UNDP-BRA-00920,JB PROPAGANDA E MARKETING LTDA,25-Sep-2025,UNDP,10442342/UNDP-BRA-00920,Brazil,90125.08
153115,Acordo de Longo Prazo (LTA) para Serviço de Propaganda e Publicidade Digital para a Compra de Mídia para Veiculação de Campanhas Publicitárias nos Canais Online e Análise de Resultados.,ID PUBLICIDADE E PROPAGANDA LTDA,22-Sep-2025,UNICEF,LRPS-2025-9197404,Brazil,
150616,UNDP-BRA-00937,JB PROPAGANDA E MARKETING LTDA,19-Sep-2025,UNDP,10444641/UNDP-BRA-00937,Brazil,107112.19
150494,"UNDP-BRA-00940,2",H&L PROMOCOES EVENTOS COMUNICACAO,12-Sep-2025,UNDP,"10441774/UNDP-BRA-00940,2",Brazil,24631.76
150495,UNDP-BRA-00730,OBJECTIVA COMUNICACAO LTDA,12-Sep-2025,UNDP,"10439741/UNDP-BRA-00730,1",Brazil,220214.20
150201,Fuel services for UNISFA,OIL ENERGY CO. LTD,01-Sep-2025,UN Secretariat,PD/C0170/25,Multiple destinations,30000000.00
149928,Contratação de consultoria nacional para elaborar diagnóstico dos riscos e vulnerabilidades climáticas do Município de Osasco.,I CARE ESTRATEGIA AMBIENTAL LTDA,25-Aug-2025,UNDP,10430676/UNDP-BRA-00740,Brazil,74084.18
150762,EXTENDED - Evaluation of the PhosAgro/UNESCO/IUPAC partnership in green chemistry 2013-2025,IINOMER,25-Aug-2025,UNESCO,RFP/SC/PBS/RIE/1,Multiple destinations,62134.50
149831,UNDP-BRA-00892-2,GAUCHE PROMOCOES E EVENTOS LTDA,19-Aug-2025,UNDP,10428422/UNDP-BRA-00892-2,Brazil,20107.85
150861,RFP ED/PSD/GCP/25/012 - Development of a global mapping of core concepts related to SDG target 4.7 in national curricular documents,"The Research Foundation for The State University of New York, University at Albany",15-Aug-2025,UNESCO,RFP ED/PSD/GCP/25/012,Multiple destinations,149191.00
152117,"Event Management Services to support organization of the EdCamp - 2025 ""Together for quality education: inclusion, safety and support"".",RS COMMUNICATIONS LTD,14-Aug-2025,UNICEF,9199132,Multiple destinations,
149594,UNDP-BRA-00820,PORTOS INFORMATICA LTDA,07-Aug-2025,UNDP,UNDP-BRA-10106,Brazil,
149600,"UNDP-BRA-00883,1",JB PROPAGANDA E MARKETING LTDA,07-Aug-2025,UNDP,"10424807/UNDP-BRA-00883,1",Brazil,11420.85
149661,Mapping of selected automotive industry sub-sectors and value chains for circular economy pilot identification in Egypt,ACUMEN CONSULT FOR CONSULTING LTD,07-Aug-2025,UNIDO,7000007676,Multiple destinations,39721.33
149570,UNDP-BRA-00881,JB PROPAGANDA E MARKETING LTDA,06-Aug-2025,UNDP,10423751/UNDP-BRA-00881,Brazil,18210.43
149521,UNDP-BRA-00887,JB PROPAGANDA E MARKETING LTDA,04-Aug-2025,UNDP,10423588/UNDP-BRA-00887,Brazil,70759.43
149502,Maloca,Spatial Systems Inc,01-Aug-2025,UNDP,10422599/UNDP-BRA-00888,Brazil,148000.00
149437,UNDP-BRA-00877,JB PROPAGANDA E MARKETING LTDA,30-Jul-2025,UNDP,10422136/UNDP-BRA-00877,Brazil,21815.64
153112,Contrato Institucional para prestação de Serviço de Assistência Técnica Especializada no Cumprimento de Medidas Socioeducativas,Vidya Serviços de Comunicação LTDA,24-Jul-2025,UNICEF,LRPS-2025-9196773,Brazil,
149198,Planejamento estratégico para a Secretaria de Relações Sociais do Estado do Piauí.,INSTITUTO DE TECNOLOGIA E DESENVOLVIMENTO DE MINAS GERAIS,16-Jul-2025,UNDP,"10414169/UNDP-BRA-00686,1",Brazil,32658.02
149174,UNDP-BRA-00763 Consultoria para para apoio nas ações de comunicação para o Projeto Floresta+ Amazônia.,AMPLA SERVICOS DE PROPAGANDA E PUBLICIDADE LTDA,15-Jul-2025,UNDP,"10414702/UNDP-BRA-00763,2",Brazil,64329.69
149140,UNDP-BRA-00712 Implantação do ChatBot Mauá na Ouvidoria do MMA,FIRST DECISION TECNOLOGIAS INOVADORAS E INFORMATICA LTDA,14-Jul-2025,UNDP,"10414212/UNDP-BRA-00712,1",Brazil,80007.26
149074,Communications for COP30,"Daniel J. Edelman, Inc.",11-Jul-2025,UNDP,"10407114/UNDP-BRA-00751,1",Brazil,834850.00
148886,UNDP-BRA-00844,JB PROPAGANDA E MARKETING LTDA,04-Jul-2025,UNDP,10411793/UNDP-BRA-00844,Brazil,11906.66
148848,UNDP-BRA-00842,JB PROPAGANDA E MARKETING LTDA,02-Jul-2025,UNDP,10410850/UNDP-BRA-00842,Brazil,147300.66
148813,UNDP-BRA-00841,H&L PROMOCOES EVENTOS COMUNICACAO,01-Jul-2025,UNDP,10410202/UNDP-BRA-00841,Brazil,9835.81
148695,Avaliação de meio termo do Programa Justiça 4.0,Instituto Publix,24-Jun-2025,UNDP,"10406383/UNDP-BRA-00734,1",Brazil,58785.37
148543,UNDP-BRA-00829,JB PROPAGANDA E MARKETING EIRELI,16-Jun-2025,UNDP,10403274,Brazil,142240.04
153106,Contrato Institucional para Serviços de Engenharia para Obras de Reforma no Escritório do UNICEF em Manaus (AM),NAY CAMISETERIA EIRELI ME,11-Jun-2025,UNICEF,LRPS-2025-9198088,Brazil,
148229,UNDP-BRA-00807,JB PROPAGANDA E MARKETING EIRELI,29-May-2025,UNDP,"10395814/UNDP-BRA-00807,1",Brazil,18988.47
147929,Estudos socioeconômico e logístico do Corredor Rodoviário Bioceânico.,CERTARE ENGENHARIA E CONSULTORIA LTDA,13-May-2025,UNDP,"10388195/UNDP-BRA-00651,1",Brazil,575110.95
153118,Acordo de Longo Prazo (LTA) de serviços de Agência de Publicidade e Marketing para Projetos Especiais,ON THE NOSE PRODUCOES ARTISTICAS CULTURAIS E EVENTOS LTDA,12-May-2025,UNICEF,LRPS-2025-9195691,Brazil,
147766,"UNDP-BRA-00699,1",Earth Innovation Institute [EII],06-May-2025,UNDP,"10385504/UNDP-BRA-00699,1",Brazil,166028.03
147640,UNDP-BRA-00771,JB PROPAGANDA E MARKETING EIRELI,29-Apr-2025,UNDP,10382594/UNDP-BRA-00771,Brazil,41800.44
147603,UNDP-BRA-00771,JB PROPAGANDA E MARKETING EIRELI,25-Apr-2025,UNDP,10382035/UNDP-BRA-00772,Brazil,12495.29
147419,"UNDP-BRA-00677,1",MATIZES - PESQUISA E E D LTDA,15-Apr-2025,UNDP,"10377847/UNDP-BRA-00677,1",Brazil,30234.18
147438,"Provision of External Coaching, Facilitation, and Training Support Services",Be Inspirational Group LimitedeCoachPro B.V.10Eighty LTD,15-Apr-2025,UNFPA,UNFPA/USA/RFP/24/012,Multiple destinations,
147763,Fundraising Software as a Service Platform for the Recruitment & Management of Donors,Waysact Pty Ltd,17-Mar-2025,UNICEF,UNICEF-PFP-2024-RFPS-503755,Multiple destinations,
146733,Reputational Risk Management and Crisis Communications,4C Strategies,14-Mar-2025,UNHCR,UNHCR RFP: 126,Multiple destinations,
147595,Contração de serviços de Manutenção de Sistema de Controle de Acesso e CFTV,GS TELECOM,25-Feb-2025,UNDP,UNDP-BRA-00700,Brazil,24419.00
153113,"Contrato institucional para fornecimento, transporte, treinamento de operadores e instalação de Estação de Tratamento de Água do tipo Filtração Lenta Direta Ascendente Pressurizada ascendente para remoção de ferro na água.",IDEAL SAN COMÉRCIO E SERVIÇOS LTDA.,17-Feb-2025,UNICEF,LRPS-2025-9195225,Brazil,
146023,Services to Support CRVS Systems Strengthening Initiatives,"Open Data Watch, INC",30-Jan-2025,UNFPA,UNFPA/USA/RFP/24/023,Multiple destinations,
146275,GOOGLE MARKETING PLATFORM LICENSE AND CONSULTANCY SERVICES,Trakken GmbHDQ&A Nederland BV,30-Jan-2025,UNHCR,"UNHCR RFP: 110,1",Multiple destinations,
146391,REQUEST FOR PROPOSAL FOR THE ESTABLISHMENT OF A FRAME AGREEMENT FOR THE PROVISION OF GOOGLE MARKETING PLATFORM LICENSE AND CONSULTANCY SERVICES,Trakken GmbH,30-Jan-2025,UNHCR,"UNHCR RFP: 110,1",Multiple destinations,
146427,Google Marketing Platform License and Consultancy Services,Trakken GmbH,30-Jan-2025,UNHCR,FA003760,Multiple destinations,
145800,UNDP-BRA-00680,H&L PROMOCOES EVENTOS COMUNICACAO,18-Jan-2025,UNDP,10344204/UNDP-BRA-00680,Brazil,10542.23
152084,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Artelia Consulting Engineers Ltd,16-Jan-2025,UNIDO,4000000690,Multiple destinations,
152085,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Buro Happold Limited,16-Jan-2025,UNIDO,4000000691,Multiple destinations,
152086,Provision of long-term services relating to the development of Integrated Agro-Food Parks,C.S.I. Ingenieros S.A.,16-Jan-2025,UNIDO,4000000692,Multiple destinations,
152087,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Ernst and Young,16-Jan-2025,UNIDO,4000000693,Multiple destinations,
152088,Provision of long-term services relating to the development of Integrated Agro-Food Parks,FARRELLY MITCHELL BUSINESS CONSULTANTS LIMITED,16-Jan-2025,UNIDO,4000000694,Multiple destinations,
152089,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Grant Thornton Bharat LLP,16-Jan-2025,UNIDO,4000000695,Multiple destinations,
152090,Provision of long-term services relating to the development of Integrated Agro-Food Parks,IRD ENGINEERING SRL,16-Jan-2025,UNIDO,4000000696,Multiple destinations,
152091,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Studio Martini Ingegneria Srl,16-Jan-2025,UNIDO,4000000697,Multiple destinations,
152092,Provision of long-term services relating to the development of Integrated Agro-Food Parks,SU-YAPI Engineering,16-Jan-2025,UNIDO,4000000698,Multiple destinations,
152093,Provision of long-term services relating to the development of Integrated Agro-Food Parks,Tecnica Engenheiros Consultores LDA,16-Jan-2025,UNIDO,4000000699,Multiple destinations,
146148,Reputational Risk Management and Crisis Communications,Social Simulator Ltd,20-Dec-2024,UNHCR,UNHCR RFP: 126,Multiple destinations,
145309,Desenvolvimento da Ferramenta SNIPER BC,ALVARO FERNANDES DE ABREU JUSTEN,19-Dec-2024,UNDP,10311275,Brazil,563777.95
148315,Desenvolvimento da Ferramenta SNIPER BC,ALVARO FERNANDES DE ABREU JUSTEN,19-Dec-2024,UNDP,10311275/UNDP-BRA-00477,Brazil,563777.95
145318,External Evaluation of the International Task Force on Teachers for Education 2030’s 2022-2025 Strategic Plan the request for proposal is extended until Monday 19th August 2024 at 16:00pm Paris time.,Mokoro Ltd,16-Dec-2024,UNESCO,RFP/ED/PLS/TED/TTF/24/07,Multiple destinations,65726.00
145573,Individual Giving Business Intelligence Services (Individual Giving Fundraising),Consol Giving Inc.,10-Dec-2024,UNICEF,UNICEF-PFP-RFPS-2024-503760,Multiple destinations,
145577,Fundraising Excellence Programme – Understanding Preferences & Personal Leadership Style,Insights Schweiz AG,05-Dec-2024,UNICEF,UNICEF-PFP-RFPS 503676,Multiple destinations,
144759,"Serviço de consultoria para elaboração de estudo sobre fatores operacionais, econômicos, sociais e comportamentais relacionados à alimentação saudável e atividade física em comunidades vulneráveis de grandes centros urbanos",PLANO CDE ELOHIM CONSULTORIA E PESQUISA LTDA,28-Nov-2024,UNICEF,LRPS-2024-9192111,Brazil,
144435,Contratação de Empresa para o Encontro Nacional do Poder Judiciário em Campo Grande/MS nos dias 02 e 03/12/2024,UTIL EVENTOS PROMOCIONAIS LTDA,13-Nov-2024,UNDP,10310248/UNDP-BRA-00568-2,Brazil,98318.25
144403,UNDP-BRA-00626,PRONTO EVENTOS TECNOLOGIA E INTEGRACAO LTDA,12-Nov-2024,UNDP,10311436/UNDP-BRA-00626-2,Brazil,143351.80
144164,"UNES-2179/2024 - Long-Term Agreement LTA which aims to provide services for the realization of events, including planning, organization, coordination, execution and evaluation.","Gauche Promoções e Eventos LtdaLUMINAR EVENTOS E COMUNICAÇÃO LTDAJB PROPAGANDA E MARKETING EIRELIH&L Promoções, Eventos e Comunicação Eireli - EPP",31-Oct-2024,UNESCO,UNES-2179/2024,Brazil,
143897,UNDP-BRA-00378,HEX INFORMATICA LTDA,16-Oct-2024,UNDP,"10294504/UNDP-BRA-00378,2",Brazil,198718.86
143868,Contratação de Empresa Especializada para Realização de Grupos Focais e Entrevistas com População Atingida por Desastre Ambiental em Maceió,Associação Cultural Casa das Caldeiras,10-Oct-2024,UNOPS,RFQ/2024/53317,Brazil,28822.28
146147,RFP for Strengthening the Response Capacity to Country Information Needs,Asylum Research Centre (ARC),10-Oct-2024,UNHCR,UNHCR RFP: 29,Multiple destinations,
145576,"Strategic Planning, Content and Training Facilitation",C & E Advisory Services Limited,26-Aug-2024,UNICEF,UNICEF-RFPS-PFP-2024-503680,Multiple destinations,
142742,PROVISION OF SERVICES RELATED TO THE DEVELOPMENT AND IMPLEMENTATION OF AWARENESS AND COMMUNICATION PLAN FOR THE UNIDO PARTNERSHIP FOR NET ZERO INDUSTRY PROGRAMME,Small World Stories Pty Ltd,14-Aug-2024,UNIDO,3000131470,Multiple destinations,
142573,Provision to recruit a national institutional consultancy to harmonize data collection templates to generate standard justice for children indicators as per the attached TOR.,Institute for Participatory Interaction in Development (IPID),07-Aug-2024,UNICEF,LRPS-2024-9190141,Multiple destinations,14390.00
142733,AB TESTING and PERSONALIZATION TOOL & SERVICES,Optimizely AB,24-Jul-2024,UNICEF,RFPS-PFP-2023-503625,Multiple destinations,
142314,UNDP-BRA-00429,WayCarbon Soluções Ambientais e Projetos de Carbono,22-Jul-2024,UNDP,10251621/UNDP-BRA-00429,Brazil,66691.37
143966,"Contratação para desenvolver plano de divulgação do novo modelo de atuação do 1MiO e criar instrumentos de reconhecimento, certificação e mensuração do impacto da inclusão produtiva jovem nas empresas",CASA CAUSE AGENCIA DE INFORMAÇÃO LTDA,08-Jul-2024,UNICEF,LRPS-2024-9189777,Brazil,
143965,Acordo de Longo Prazo (LTA) para contratação dos serviços de empresa/instituição especializada no desenvolvimento de jornada formativa em Diversidade e Inclusão Produtiva Jovem para Profissionais de Organizações Públicas e Privadas,SRN plataformas,07-Jul-2024,UNICEF,LRPS-2024-9189577,Brazil,
141925,"UNDP-BRA-00403,2 -  Consultoria para a adequação do MDIC à LGPD",MODULO SECURITY SOLUTIONS EM RECUPERACAO JUDICIAL,26-Jun-2024,UNDP,"10240647/UNDP-BRA-00403,2",Brazil,36325.46
143970,"Contratação de serviço para desenvolvimento de materiais e aplicação de formação de profissionais para aprimoramento da qualidade de serviços de pré-natal, parto e puerpério",Rede pela Humanização do Parto e Nascimento,24-Jun-2024,UNICEF,LRPS-2024-9190542,Brazil,
141821,UNDP-BRA-00401 - Incentivo às Exportações de MPEs Brasileiras,Azevedo Sette Advogados Associados,20-Jun-2024,UNDP,"10240664/UNDP-BRA-00401,2",Brazil,54387.91
141730,Consultoria técnica para elaboração de base de dados dos IGATIs,COLETIVO 105,07-Jun-2024,UNDP,UNDP-BRA-00345,Brazil,24222.00
141699,Consultoria para fornecer subsídios à estruturação do Programa Selo Verde BR,Sextante Ltda,05-Jun-2024,UNDP,"UNDP-BRA-00402,2",Brazil,64722.00
141988,"Office optimisation of the OPCW Headquarters, The Hague",No Supplier - RFI,02-Jun-2024,OPCW,RFI-GSS-2024-002,Multiple destinations,
143975,Contratação de empresa para produção de estudo sobre habilidades e inclusão socioprodutiva de jovens na transformação ecológica (green skills e green jobs),Plan Consultoria e Pesquisa em Cienciais Sociais Ltda EPP,27-May-2024,UNICEF,RFPS-2024-9189411,Brazil,
141641,Diagnóstico sobre medidas de sustentabilidade com impacto no comércio exterior,Global Policy Incubator,23-May-2024,UNDP,"UNDP-BRA-00400,2",Brazil,78804.89
141351,Consultoria PJ TR Justiça Restaurativa,CATALISE,14-May-2024,UNDP,"UNDP-BRA-00331,1",Brazil,114123.00
140884,"Global Media Monitoring, Social Listening & Analysis",UNICEPTA UK,25-Apr-2024,UNICEF,RFPS-PFP-2023-503658,Multiple destinations,
140869,Estratégia para diagnóstico e prevenção à Tortura em ambiente prisional,ASSOCIACAO UNIAO DE JOVENS VICENTE PINZON,24-Apr-2024,UNDP,UNDP-BRA-00317,Brazil,150268.00
140885,Estratégia para inclusão laboral/produtiva de egressos do sistema prisional,JS/BRASIL CONSULTORIA LTDA EPP,22-Apr-2024,UNDP,UNDP-BRA-00319,Brazil,100372.00
140908,Mid-term Evaluation of the UNFPA Supplies Partnership (2021 – 2030),Euro Health Group,10-Apr-2024,UNFPA,RFP UNFPA/USA/RFP/24/003,Multiple destinations,
140907,PROVISION OF FORMATIVE EVALUATION OF UNFPA SUPPORT TO THE INTEGRATION OF THE PRINCIPLES OF ‘LEAVE NO ONE BEHIND’ AND ‘REACHING THE FURTHEST BEHIND’ to HQ,Euro Health Group,08-Apr-2024,UNFPA,RFP UNFPA/USA/RFP/23/023,Multiple destinations,
140620,EXTENDED - Evaluation of the Abdus Salaam International Centre for Theoretical Physics (ICTP),Economistas de la Cooperación SL,27-Mar-2024,UNESCO,RFP / IOS / EVS / ICTP / 2024,Multiple destinations,55010.95
140414,"Expansion of the ICAT climate action data tool for the transport sector and development of a climate action data tool for the waste sector, including application of the tool in up to three countries",Climate Smart Initiatives Private Limited,18-Mar-2024,UNOPS,CFP-11875-2023-13,Multiple destinations,245233.33
140054,Psychometric Assessments,Insights L&D,22-Feb-2024,UNFPA,UNFPA/USA/RFQ/23/072,Multiple destinations,
145617,RFP 22-2024 - Evaluación de Municipio Unido por la Niñez y la Adolescencia,ZIGLA SRL,29-Jan-2024,UNICEF,22-2024,Multiple destinations,43276.00
139742,Contratação de serviço para desenvolvimento de metodologia e condução de facilitação de atividades,Matres Socioambiental,23-Jan-2024,UNICEF,LRQS-2024-9187920,Brazil,
139893,Long Term Arrangements for Services (LTAS) for Media Buying,Terra Firma Associates SPRLMindshare Media UK Ltd,22-Jan-2024,UNICEF,RFPS-PFP-2023-503615,Multiple destinations,
140882,Provision of access to and use of a UNICEF customized digital research platform,Analytics Simplified Pty Ltd,22-Jan-2024,UNICEF,UNICEF-RFPS-PFP-2023-503606,Multiple destinations,
140883,Provision of access to and use of a UNICEF customized digital research platform,Analytics Simplified Pty Ltd,22-Jan-2024,UNICEF,UNICEF-RFPS-PFP-2023-503606,Multiple destinations,
139797,Re-publicado. Acordo de longo prazo (LTA) para o fornecimento de acesso à Internet aos Escritórios das agências da ONU no Brasil,BRFIBRA TELECOMUNICAÇÕES LTDACIRION TECNHOLOGIES DO BRASIL LTDA.CLARO S ATELEFONICA BRASIL S/A,15-Jan-2024,UNICEF,LRPS-2023-9185776,Brazil,
140408,Translation of ICAT guides on Article 6 and Agriculture into Russian and design and execution of an outreach campaign to increase the accessibility of the guides in Central Asia,CAREC,04-Jan-2024,UNOPS,CFP-11875-2023-08,Multiple destinations,
139253,"Elaboração de Projetos de Arquitetura e Engenharia para cinco Escolas Municipais de Educação Infantil (EMEI) localizadas em Porto Alegre, Brasil",UMA ARQUITETOS S/S LTDA,19-Dec-2023,UNOPS,RFP/2023/48885,Brazil,137207.42
150944,Communications Support #Together4Transparency for the Initiative for Climate Action Transparency (ICAT),Blossom Srl,17-Nov-2023,UNOPS,RFQ/2023/49048,Multiple destinations,
139026,LTA for Strategic Innovation Advisory Serivces,Beyond Group SALBoard of Innovation BVContextF B.V.endeva UGEuskampus Fundazioa Agirre Lehendakaria CenterIntegrity Globalinternational organisation development IOD ParcReinstitute INCReos PartnersThinkPlace Global Development Pty LtdZutari Africa LimitedDemos Helsinki oyBrink Innovation Ltd,30-Oct-2023,UNDP,GP601139,Multiple destinations,
139055,Support for Delivering Technical Communications Strategies on Sexual and Reproductive Health,"Mozaic Consulting, IncM&C Saatchi World Services LLPMolloy Consultants, LLC",25-Oct-2023,UNFPA,UNFPA/USA/RFQ/23/025,Multiple destinations,
